ticker,insider_name,relationship,transaction_date,transaction_type,price,shares,value,shares_total,sec_form4
DGICA,DONEGAL MUTUAL INSURANCE CO,10% Owner,2025-08-27,Buy,17.49,15509,"271,325","13,472,945",http://www.sec.gov/Archives/edgar/data/800457/000093559625000004/xslF345X05/wk-form4_1756387367.xml
DGICA,DONEGAL MUTUAL INSURANCE CO,10% Owner,2025-08-26,Buy,17.45,15815,"275,951","13,457,436",http://www.sec.gov/Archives/edgar/data/800457/000093559625000004/xslF345X05/wk-form4_1756387367.xml
WLKP,Gilson Jean-Marc,President and CEO,2025-08-21,Buy,22.02,1250,"27,530","11,708",http://www.sec.gov/Archives/edgar/data/1604665/000203003725000006/xslF345X05/ownership.xml
WLKP,Gilson Jean-Marc,President and CEO,2025-08-20,Buy,21.86,1250,"27,329","10,458",http://www.sec.gov/Archives/edgar/data/1604665/000203003725000006/xslF345X05/ownership.xml
WLKP,Gilson Jean-Marc,President and CEO,2025-08-15,Buy,21.84,4700,"102,653","9,208",http://www.sec.gov/Archives/edgar/data/1604665/000203003725000006/xslF345X05/ownership.xml
WLKP,Gilson Jean-Marc,President and CEO,2025-05-29,Buy,22.2,94,"2,081","4,508",http://www.sec.gov/Archives/edgar/data/1604665/000203003725000006/xslF345X05/ownership.xml
WLKP,Gilson Jean-Marc,President and CEO,2025-02-25,Buy,24.75,83,"2,042","4,414",http://www.sec.gov/Archives/edgar/data/1604665/000203003725000006/xslF345X05/ownership.xml
WLKP,Gilson Jean-Marc,President and CEO,2025-11-27,Buy,23.57,85,"2,002","4,332",http://www.sec.gov/Archives/edgar/data/1604665/000203003725000006/xslF345X05/ownership.xml
IRIX,Dizon Romeo R,Chief Financial Officer,2025-08-27,Buy,1.28,1000,"1,283","50,745",http://www.sec.gov/Archives/edgar/data/1006045/000095017025111774/xslF345X05/ownership.xml
RCKT,Bjork Elisabeth,Director,2025-08-27,Buy,3.41,10000,"34,100","40,000",http://www.sec.gov/Archives/edgar/data/1281895/000114036125033017/xslF345X05/form4.xml
MDBH,MARLETT CHRISTOPHER A,Co-Founder,2025-08-27,Buy,3.4,1288,"4,379","150,713",http://www.sec.gov/Archives/edgar/data/897744/000164117225025741/xslF345X05/ownership.xml
MDBH,MARLETT CHRISTOPHER A,Co-Founder,2025-08-26,Buy,3.35,1414,"4,737","149,425",http://www.sec.gov/Archives/edgar/data/897744/000164117225025741/xslF345X05/ownership.xml
MDBH,MARLETT CHRISTOPHER A,Co-Founder,2025-08-25,Buy,3.31,1232,"4,078","148,011",http://www.sec.gov/Archives/edgar/data/897744/000164117225025741/xslF345X05/ownership.xml
ICUI,Greenberg David C.,Director,2025-08-27,Buy,126.42,1200,"151,698","7,960",http://www.sec.gov/Archives/edgar/data/883984/000164586625000003/xslF345X05/edgardoc.xml
PRSU,Bright Jill,Director,2025-08-26,Buy,36.77,1000,"36,770","6,311",http://www.sec.gov/Archives/edgar/data/884219/000141588925023169/xslF345X05/form4-08272025_090812.xml
CCEL,PORTNOY DAVID,"Chairman, Co-CEO",2025-08-27,Buy,4.43,14078,"62,349","247,757",http://www.sec.gov/Archives/edgar/data/862692/000095017025111745/xslF345X05/ownership.xml
CCEL,PORTNOY DAVID,"Chairman, Co-CEO",2025-08-26,Buy,4.44,11101,"49,288","156,322",http://www.sec.gov/Archives/edgar/data/862692/000095017025111745/xslF345X05/ownership.xml
CCEL,PORTNOY DAVID,"Chairman, Co-CEO",2025-08-25,Buy,4.61,14000,"64,560","241,539",http://www.sec.gov/Archives/edgar/data/862692/000095017025111745/xslF345X05/ownership.xml
D,BLUE ROBERT M,"Chair, President and CEO",2025-08-27,Buy,60.35,4152,"250,557","161,237",http://www.sec.gov/Archives/edgar/data/715957/000122520825007493/xslF345X05/doc4.xml
MLP,CASE STEPHEN M,Director,2025-08-26,Buy,16.99,200,"3,398","11,934,145",http://www.sec.gov/Archives/edgar/data/63330/000141588925023124/xslF345X05/form4-08272025_040801.xml
MLP,CASE STEPHEN M,Director,2025-08-25,Buy,16.99,2500,"42,475","11,933,945",http://www.sec.gov/Archives/edgar/data/63330/000141588925023124/xslF345X05/form4-08272025_040801.xml
REYN,Hawkesby Duncan,Director,2025-08-26,Buy,22.99,159506,"3,667,497","334,092",http://www.sec.gov/Archives/edgar/data/1786431/000162828025041219/xslF345X05/wk-form4_1756326808.xml
DRIO,Nelson Steven Charles,President and CCO,2025-08-27,Buy,0.53,40000,"21,200","95,000",http://www.sec.gov/Archives/edgar/data/1533998/000110465925084035/xslF345X05/tm2524544-1_4seq1.xml
GPUS,AULT MILTON C III,Executive Chairman,2025-08-22,Buy,0.57,100,57,"2,450",http://www.sec.gov/Archives/edgar/data/896493/000121465925012909/xslF345X05/marketforms-70439.xml
FEAM,Ascend Global Investment Fund,Director,2025-08-25,Buy,3.5,100000,"350,000","7,830,646",http://www.sec.gov/Archives/edgar/data/1888654/000164117225025705/xslF345X05/ownership.xml
FEAM,BEP Special Situations IV LLC,Director,2025-08-25,Buy,3.5,100000,"350,000","7,597,349",http://www.sec.gov/Archives/edgar/data/1888654/000164117225025704/xslF345X05/ownership.xml
DLHC,Mink Brook Asset Management LL,10% Owner,2025-08-27,Buy,5.5,22,121,"1,838,672",http://www.sec.gov/Archives/edgar/data/785557/000078555725000094/xslF345X05/wk-form4_1756326469.xml
DLHC,Mink Brook Asset Management LL,10% Owner,2025-08-26,Buy,5.5,837,"4,604","1,838,650",http://www.sec.gov/Archives/edgar/data/785557/000078555725000094/xslF345X05/wk-form4_1756326469.xml
DLHC,Mink Brook Asset Management LL,10% Owner,2025-08-25,Buy,5.5,336,"1,848","1,837,813",http://www.sec.gov/Archives/edgar/data/785557/000078555725000094/xslF345X05/wk-form4_1756326469.xml
HSON,Coleman Richard Kenneth Jr.,Chief Operating Officer,2025-08-27,Buy,9.18,2500,"22,950","7,500",http://www.sec.gov/Archives/edgar/data/1210708/000121070825000077/xslF345X05/wk-form4_1756325929.xml
HSON,Coleman Richard Kenneth Jr.,Chief Operating Officer,2025-08-26,Buy,9.07,4313,"39,132","11,986",http://www.sec.gov/Archives/edgar/data/1210708/000121070825000077/xslF345X05/wk-form4_1756325929.xml
DLPN,O'Dowd William IV,Chief Executive Officer,2025-08-25,Buy,1.13,4400,"4,954","358,124",http://www.sec.gov/Archives/edgar/data/1282224/000107997325001389/xslF345X05/ownership.xml
PROP,Frommer Richard N.,Director,2025-08-25,Buy,2.44,3000,"7,326","128,372",http://www.sec.gov/Archives/edgar/data/1162896/000114036125032956/xslF345X05/form4.xml
FGBI,WALKER ROBERT W,Director,2025-08-25,Buy,7.84,4700,"36,848","23,632",http://www.sec.gov/Archives/edgar/data/1157292/000143774925027859/xslF345X05/rdgdoc.xml
